Sku,Each Locations,Case Pick Locations,Reserve Locations,Unit Quantity,Case Pick Quantity,Reserve Quantity,Units To Be Picked Quantity,Case Pick To Be Picked Quantity,Reserve To Be Picked Quantity,Unit Replenishment Quantity,Case Pick Replenishment Quantity,Standard Pack Quantity,Packs Per Case,Standard Case Quantity,Packs Per Layer,Layers,Case Pick Maximum,Case Pick Minimum,Unit Maximum,Unit Minimum,Put Away Zone,Active Country Of Origin,Reserve Country Of Origin
BF9883,59-909-3-3,03-158-2-3,03-051B,12,2,65,0,0,0,0,0,12,66,792,11,6,60,36,14,2,009,CN,CN
BF9884,51-284I,,83-111B,20,,31,0,,0,0,,12,440,5280,44,10,,,24,12,1D1,TW,TW
BF9885,01-911-2-1,25-516-1-1,43-679-1-1,78,301,240,0,5,0,0,0,6,48,288,12,4,2880,1440,96,48,10W,,
BF9886,55-215B,,16-469-3-1,10,,49,0,,0,0,,12,240,2880,40,6,,,14,2,VNA,TW,TW
BF9887,55-209B,,"01-054A, 01-058E, 99-999Z",10,,"42, 19, 1",2,,"0, 0, 1",12,,12,90,1080,9,10,,,24,12,RS2,,
BF989,51-424A,,"01-128B, 01-180B",25,,"543, 159",0,,"0, 0",0,,1,2160,2160,216,10,,,48,24,"01R, EAE, EAW",TW,"TW, TW"
BF9891-D,01-915-3-2,,16-478-4-2,13,,23,2,,2,12,,12,50,600,10,5,,,30,18,009,,
BF9893,52-217C,,01-108A,12,,21,0,,0,0,,12,66,792,11,6,,,14,2,RS2,,
BF9894,01-913-4-1,,"22-465-2-2, 22-477-2-2, 99-999Z",23,,"29, 110, 2",1,,"0, 0, 2",24,,12,110,1320,11,10,,,48,24,VNA,,
BF9895 KIT,"01-911-4-1, 57-207C",02-257-1-2,"01-459-3-2, 51-612-1-1","99, 5",46,"44, 308","0, 0",5,"0, 0","0, 0",0,6,44,264,11,4,396,132,120,60,001,,
BF9898-O,54-409D,07-246-2-6,"09-432-3-2, 17-115B, 17-145A, 17-453-1-1, 17-459-5-2, 99-999Z",6,3,"12, 22, 33, 42, 42, 1",0,0,"0, 0, 0, 0, 0, 1",12,0,12,42,504,7,6,72,36,20,8,009,CN,"CN, CN, CN, CN, CN, CN"
BF9903-SP,06-910-5-1,,"18-461-1-1, 19-477-1-2, 20-474-1-1",12,,"31, 6, 30",0,,"0, 0, 0",0,,12,32,384,7,4,,,14,2,VNA,,
BF9904,"52-463B, 54-400A",,02-309B,"11, 12",,7,"0, 0",,0,"0, 0",,12,66,792,11,6,,,14,2,RS2,TR,TR
BF9905,"06-906-4-2, 53-412A",,17-162B,"14, 0",,54,"0, 0",,0,"0, 0",,12,144,1728,18,8,,,24,12,RS8,TW,TW
BF9906,51-236E,,01-185F,11,,109,0,,0,0,,1,1152,1152,192,6,,,12,6,"01R, EAE, EAW",TW,TW
BF991,04-905-2-2,,"14-429-6-2, 22-462-6-1",19,,"46, 14",0,,"0, 0",0,,12,66,792,11,6,,,30,18,VNA,,
BF9910,55-421E,,"02-533I, 21-427-3-1",14,,"94, 32",0,,"0, 0",0,,12,105,1260,15,7,,,24,12,RS4,,
BF9912-O,53-421A,,"04-022A, 04-035C, 34-677-1-1",11,,"32, 28, 32",0,,"0, 0, 0",0,,12,63,756,7,9,,,14,2,2DF,CN,"CN, CN, CN"
BF9913,56-901-5-3,,19-718F,9,,7,0,,0,0,,12,55,660,11,5,,,14,2,RS8,,
BF9915,05-904-2-2,03-160-2-6,17-134E,18,5,45,0,0,0,0,0,12,110,1320,22,5,120,60,24,12,009,TW,TW
BF9916,56-234C,,18-154D,25,,54,0,,0,0,,12,220,2640,22,10,,,36,12,RS8,TW,TW
BF9918 KIT,06-901-4-1,06-315-1-2,05-405-4-1,17,62,56,0,0,0,0,0,6,56,336,14,4,504,168,20,14,005,CN,CN
BF992,01-927-2-3,,"15-432-6-1, 21-429-1-1",37,,"49, 13",0,,"0, 0",0,,12,70,840,10,7,,,48,24,VNA,,
BF9920,53-463B,,"04-186B, 14-413-1-1",7,,"41, 43",0,,"0, 0",0,,6,48,288,12,4,,,8,2,009,,
BF9921-O,57-223C,03-176-1-1,"04-470-1-2, 04-474-2-2, 34-616-1-1",10,29,"9, 18, 90",0,0,"0, 0, 0",0,0,12,18,216,6,3,432,216,14,2,004,CN,"CN, CN, CN"
BF9922-O,57-236B,,"04-068D, 04-096A",10,,"31, 31",0,,"0, 0",0,,12,64,768,8,8,,,14,2,2DF,CN,"CN, CN"
BF9923-O,03-910-2-1,,"17-475-1-1, 17-476-3-1, 21-435-4-1, 21-435-5-2, 21-437-6-2",12,,"42, 56, 45, 56, 56",0,,"0, 0, 0, 0, 0",0,,12,56,672,8,7,,,14,2,VNA,CN,"CN, CN, CN, CN, CN"
BF9925-O,51-482C,,"18-099F, 19-429E",7,,"29, 25",0,,"0, 0",0,,12,36,432,6,6,,,14,2,RS6,,
BF9926-O,59-902-2-3,,19-670E,13,,4,0,,0,0,,12,64,768,8,8,,,14,2,VNA,CN,CN
BF995,51-280F,,83-124C,6,,18,0,,0,0,,12,180,2160,30,6,,,18,6,1D1,TW,TW
BK6050,,07-208-2-4,", , -, , , -1-8, 09-436-2-2, 18-471-5-2",,2,"32, 28, 20",,0,"0, 0, 0",,0,1,28,28,7,4,8,4,,,009,,
BK6081,,02-239-2-1,"09-454-2-2, 33-667-1-1",,11,"24, 300",,0,"0, 0",,0,1,60,60,20,3,24,12,,,009,,
BK6583,,06-343-1-2,05-413-3-1,,50,80,,0,0,,0,1,80,80,20,4,120,40,,,005,,
BK6613,,03-158-1-1,04-458-1-1,,87,60,,0,0,,0,1,60,60,15,4,120,60,,,004,,
BK6659,,02-125-1-1,"01-407-5-1, 01-425-2-1",,99,"60, 60",,0,"0, 0",,0,1,60,60,15,4,90,30,,,001,,
BK6663,,"03-204-2-1, 23-410-1-1","17-026C, 18-066E, 35-631-1-1",,"20, 26","27, 68, 160",,"3, 26","0, 0, 0",,"0, 0",1,80,80,20,4,,,,,009,,
BK6665,,02-243-2-6,"09-472-1-2, 17-048F, 33-618-1-1",,3,"25, 27, 160",,1,"6, 0, 0",,6,1,80,80,20,4,10,5,,,009,,
BK6686,,06-337-1-1,05-437-6-1,,113,60,,0,0,,0,1,60,60,20,3,90,30,,,005,,
BK6693,,07-212-2-1,"09-445-2-2, 09-447-2-2, 17-108D",,5,"43, 81, 45",,0,"5, 0, 0",,5,1,60,60,15,4,11,6,,,009,,
BK6696,,02-145-2-1,"09-457-1-1, 44-611-1-1",,12,"63, 114",,3,"0, 0",,0,1,60,60,15,4,18,9,,,009,,
BK6704,,"02-147-2-1, 23-408-3-1","09-435-3-2, 09-468-5-1, 15-447-5-1, 18-468-2-2, 18-472-3-1",,"0, 3","39, 45, 49, 14, 48",,"0, 3","0, 0, 0, 0, 0",,"0, 0",1,60,60,15,4,12,6,,,009,,
BK6705,,06-365-1-2,05-403-3-1,,100,16,,0,0,,0,1,60,60,20,3,120,60,,,005,,
BK6723,,06-323-1-1,"05-405-2-2, 05-473-2-1",,58,"60, 60",,2,"60, 0",,60,1,60,60,15,4,120,60,,,005,,
BK6930,,10-447-5-2,--1-0,,14,12,,0,0,,0,1,60,60,15,4,60,30,,,2DF,,
BK6942,,06-269-1-2,05-455-2-2,,75,60,,0,0,,0,1,60,60,15,4,120,60,,,005,,
BK6956,,03-230-1-2,"04-432-5-1, 52-627-1-1",,84,"60, 300",,6,"0, 0",,0,1,60,60,15,4,120,60,,,004,,
BK6973,,67-060A,10-000A,,2,12,,0,0,,0,1,4,4,2,2,,,,,1D1,,
BK6974,,67-037A,10-000A,,1,12,,0,0,,0,1,4,4,2,2,,,,,1D1,,
BK6985,,02-113-2-1,"09-424-1-2, 09-466-1-1, 09-470-5-1",,2,"35, 80, 80",,0,"0, 0, 0",,0,1,80,80,20,4,18,9,,,009,,
BRAP,51-434C,,01-195F,30,,347,0,,0,0,,1,10000,10000,200,50,,,40,20,"01R, EAE, EAW",,
BT111,53-258A,,02-389E,28,,9,0,,0,0,,12,70,840,10,7,,,33,21,RS2,,
BT112,61-903-3-4,,02-406F,6,,9,0,,0,0,,12,70,840,10,7,,,14,2,VNA,,
BT126,56-221B,,19-389D,17,,23,0,,0,0,,12,60,720,10,6,,,18,6,RS6,,
BT215,01-925-1-1,,21-431-2-2,36,,60,0,,1,0,,12,120,1440,15,8,,,48,24,VNA,,
BT216,55-459B,03-226-1-2,"04-418-5-1, 04-434-1-1",17,159,"88, 88",0,0,"0, 0",0,0,12,88,1056,11,8,2112,1056,15,3,004,,
BT217,01-923-4-5,,21-438-5-2,25,,38,0,,0,0,,12,66,792,11,6,,,48,24,VNA,,
BT221,55-425B,,17-089F,12,,12,0,,0,0,,12,49,588,7,7,,,14,2,RS6,CN,CN
BT223,56-219A,06-213-2-1,"14-444-2-2, 32-659-1-1, 99-999Z",18,11,"52, 679, 2",0,7,"16, 0, 2",24,16,12,150,1800,15,10,384,192,45,21,009,,
BT230,"52-459B, 55-207B",03-210-2-1,"04-134C, 14-432-6-1, 14-436-6-2","12, 16",14,"35, 7, 88","0, 0",0,"0, 0, 0","0, 0",0,12,88,1056,11,8,,,15,3,009,,
BT234,57-436C,,"01-049C, 01-094C, 01-462-3-1",5,,"64, 27, 11",0,,"0, 0, 0",0,,6,80,480,40,2,,,8,2,RS2,,
BT237,57-440C,02-267-1-2,"01-467-4-2, 01-467-5-2, 42-643-1-1",22,72,"66, 66, 248",0,14,"0, 0, 50",0,50,12,66,792,11,6,1584,792,14,2,001,,
BT238,56-410B,,"17-096F, 19-429I",14,,"2, 20",0,,"0, 0",0,,12,42,504,7,6,,,20,8,RS6,,
BT241,54-907-2-3,,15-412-2-1,19,,6,0,,0,0,,12,81,972,9,9,,,24,12,VNA,,
BT251,60-907-4-3,,"14-417-1-2, 14-439-2-2",7,,"47, 66",0,,"47, 25",0,,12,66,792,11,6,,,14,2,VNA,,
BT259,53-225C,06-237-2-1,44-601-1-1,13,13,348,0,19,18,0,7,12,70,840,10,7,240,120,24,12,009,,
BT260,05-907-1-2,,02-174G,18,,7,0,,0,0,,12,88,1056,11,8,,,30,18,VNA,,
BT260-10,01-919-1-5,,"17-468-2-2, 22-472-2-2",53,,"1, 44",4,,"0, 0",0,,12,88,1056,11,8,,,72,36,VNA,,
BT261,57-909-5-2,"02-223-2-7, 23-412-1-2, 23-414-3-1","02-861I, 09-474-2-1, 15-427-1-2, 15-427-2-1, 15-427-2-2",9,"0, 0, 0","18, 8, 66, 66, 53",0,"0, 1, 0","0, 3, 0, 0, 0",0,"0, 1, 2",12,66,792,11,6,108,60,14,2,009,,
BT264,53-902-3-3,,02-533H,11,,10,0,,0,0,,12,90,1080,10,9,,,14,2,RS4,,
BT267,55-903-4-1,06-263-1-1,"--D-5, 05-459-2-1, 05-465-3-2, 35-674-1-1",26,98,"22, 56, 56, 224",0,10,"0, 0, 0, 0",0,0,12,56,672,7,8,1344,672,14,2,005,,
BT274,"07-902-5-1, 55-240C",,19-414D,"14, 0",,10,"0, 0",,0,"0, 0",,12,70,840,10,7,,,24,12,RS6,,
BT287,54-907-2-1,03-212-1-1,"04-416-4-1, 50-623-1-1",11,71,"49, 432",0,28,"0, 0",0,0,6,54,324,9,6,648,324,12,6,004,,
BT287-3,56-464B,,"14-447-6-2, 21-454-1-1, 22-445-6-2",10,,"54, 23, 34",0,,"0, 0, 0",0,,6,54,324,9,6,,,12,6,VNA,,
BT292,53-407C,02-269-2-1,"09-460-3-2, 09-462-1-1, 33-661-1-1",17,7,"78, 54, 176",0,0,"7, 0, 0",0,7,12,88,1056,11,8,180,96,15,3,009,,
BT305,01-919-1-7,,"15-427-1-1, 15-445-5-2, 22-429-6-1",64,,"64, 15, 17",3,,"0, 2, 0",0,,12,66,792,11,6,,,72,36,VNA,,
BT310,57-905-1-2,02-119-2-1,"09-445-3-1, 09-456-5-2",40,5,"203, 50",0,0,"0, 0",0,0,12,150,1800,15,10,96,48,36,24,009,,
BT334,56-244C,07-236-2-2,"09-406-1-2, 09-434-5-1",20,6,"16, 25",0,0,"0, 0",0,0,12,70,840,10,7,96,48,24,12,009,,
BT338,56-255C,,19-373H,16,,18,0,,0,0,,12,81,972,9,9,,,24,12,RS6,,
BT339,56-409B,02-219-1-1,"01-419-3-1, 01-419-3-2, 01-423-4-1, 51-618-1-1",11,78,"66, 66, 56, 594",0,47,"0, 0, 0, 66",0,0,12,66,792,11,6,1584,792,14,2,001,,
BT340,55-269B,,02-341A,16,,16,0,,0,0,,12,32,384,8,4,,,20,8,RS2,,
BT341,05-907-2-2,,02-253F,27,,13,2,,0,0,,12,110,1320,11,10,,,30,18,VNA,,
BT343,56-221C,,"15-471-6-1, 21-449-3-2",9,,"44, 15",0,,"0, 0",0,,6,63,378,9,7,,,12,6,VNA,,
BT346,53-247C,,19-317D,20,,30,0,,0,0,,12,81,972,9,9,,,24,12,RS6,,
BT348,56-416C,,16-457-2-2,12,,37,12,,1,12,,12,56,672,7,8,,,22,10,VNA,,
BT349,"06-904-3-1, 56-208B",,"17-461-1-2, 17-467-2-1, 21-427-5-1","10, 0",,"20, 35, 16","0, 0",,"5, 0, 0","0, 0",,12,35,420,7,5,,,20,8,VNA,,
BT350,54-450C,,01-080E,9,,17,0,,0,0,,12,42,504,7,6,,,15,3,RS2,,
BT351,05-903-3-1,03-260-1-1,"04-456-4-2, 04-474-5-1, 31-647-1-1",21,43,"36, 36, 108",6,4,"0, 0, 0",0,0,12,36,432,6,6,864,432,24,12,004,,
BT351-MPG,59-902-2-1,,"02-542B, 02-542G",8,,"1, 16",0,,"0, 0",0,,6,45,270,9,5,,,8,2,VNA,,
BT353,55-415B,,16-470-2-1,17,,1,0,,0,0,,12,90,1080,15,6,,,21,9,VNA,,
BT354,03-910-1-2,02-111-2-6,10-090M,31,2,24,0,0,0,0,0,12,88,1056,11,8,60,36,46,22,009,,
BT355,52-204C,,"16-449-1-1, 22-451-6-1",44,,"20, 2",1,,"0, 0",0,,12,56,672,7,8,,,54,30,VNA,,
BT357,53-440C,03-228-2-3,09-418-4-2,13,0,21,1,0,0,0,0,12,81,972,9,9,,,24,12,009,,
BT359,01-903-4-1,02-243-2-1,"03-159E, 09-477-3-2, 34-633-1-1",46,8,"47, 15, 111",1,1,"0, 7, 0",0,7,6,48,288,12,4,90,48,60,30,009,,
BT361,61-902-4-2,,02-542F,21,,13,0,,0,0,,12,80,960,10,8,,,14,2,VNA,,
BT364,54-259A,"02-231-2-1, 23-410-2-1",09-475-2-2,15,"1, 8",73,0,"0, 8",4,0,"4, 0",12,88,1056,11,8,84,48,15,3,009,,
BT365,"04-902-2-1, 56-425C",,22-466-3-1,"24, 0",,17,"2, 0",,0,"0, 0",,12,66,792,11,6,,,30,18,VNA,,
BT365-10,55-431B,,03-042C,14,,13,0,,0,0,,12,60,720,10,6,,,18,6,RS2,,
BT366-MPG,54-215A,,19-213D,3,,16,0,,0,0,,12,40,480,20,2,,,14,2,RS6,IT,IT
BT367,"52-447D, 56-430A",,19-165H,"3, 12",,9,"1, 0",,0,"0, 0",,12,110,1320,11,10,,,15,3,RS6,,
BT371-10,52-254C,,"14-435-2-2, 16-401-2-1, 16-401-2-2, 21-440-3-2, 99-999Z",9,,"15, 72, 41, 69, 1",1,,"7, 0, 0, 0, 1",12,,12,72,864,9,8,,,24,12,VNA,,
BT371-MPG,56-414A,,22-453-4-1,15,,29,0,,0,0,,12,72,864,9,8,,,24,12,VNA,,
BT372-MPG,56-417C,,01-063E,27,,17,3,,0,0,,12,50,600,10,5,,,36,24,RS2,,
BT387,"04-901-4-2, 04-909-1-1",06-329-1-1,05-439-4-1,"0, 37",56,54,"0, 0",0,0,"0, 0",0,6,54,324,9,6,486,162,14,8,005,,
BT387-10,01-919-4-4,06-231-1-2,"05-431-4-1, 44-621-1-1",41,63,"54, 108",2,2,"0, 0",0,0,6,54,324,9,6,648,324,60,36,005,,
BT388,06-907-3-1,,"14-427-1-2, 14-427-2-1, 17-473-4-2, 17-473-5-1, 21-458-2-2",4,,"21, 27, 27, 27, 23",0,,"0, 0, 0, 0, 0",0,,6,27,162,9,3,,,16,4,VNA,,
BT388-10,01-903-4-2,03-216-2-7,53-678-1-1,25,8,135,0,0,0,0,0,6,27,162,9,3,,,48,24,009,,
BT389,05-908-3-1,06-219-1-1,"05-419-3-1, 05-419-3-2, 33-643-1-1",13,47,"27, 27, 54",2,1,"0, 0, 0",6,0,6,27,162,9,3,324,162,18,12,005,,
BT389-10,57-425D,03-220-1-1,"04-428-4-1, 04-456-3-1, 34-601-1-1, 40-630-1-1, 44-658-1-1",14,46,"27, 27, 138, 27, 150",0,0,"0, 0, 0, 0, 0",0,0,6,27,162,9,3,324,162,12,6,004,,
BT395,61-902-4-1,,15-418-2-1,2,,5,0,,0,0,,12,88,1056,11,8,,,14,2,VNA,,
BT398,54-416C,,01-030C,18,,13,0,,0,0,,12,35,420,7,5,,,20,8,RS2,,
BT40015,51-204H,,02-238I,14,,25,0,,0,0,,12,150,1800,15,10,,,14,2,RS2,,
BT402,57-264C,,17-019B,15,,27,0,,0,0,,12,35,420,7,5,,,19,7,RS6,,
BT420,04-908-3-2,,"14-425-3-2, 99-999Z",10,,"72, 1",0,,"0, 1",12,,12,110,1320,11,10,,,30,18,VNA,,
BT424,55-409C,,17-082B,5,,30,0,,0,0,,6,54,324,9,6,,,10,4,RS6,,
BT425,55-401B,,"01-026A, 03-057E",4,,"36, 16",0,,"0, 0",0,,6,36,216,12,3,,,8,2,RS2,MX,"MX, MX"
BT427,55-211B,02-271-1-1,01-471-5-1,5,112,88,0,0,0,0,0,12,88,1056,11,8,2112,1056,14,2,001,,
BT438,56-408B,,19-226B,18,,19,0,,0,0,,12,80,960,10,8,,,24,12,RS6,,
BT440,04-906-1-1,,22-453-2-2,21,,11,0,,0,0,,12,42,504,7,6,,,26,14,VNA,,
BT443,58-904-2-2,,01-106D,5,,8,0,,0,0,,6,60,360,12,5,,,8,2,VNA,,
BT470,56-432B,02-155-1-1,01-417-6-1,23,66,37,0,0,0,0,0,12,42,504,7,6,1008,504,24,12,001,,
BT472,56-416B,,17-055A,11,,15,0,,0,0,,12,35,420,7,5,,,20,8,RS6,,
BT486,59-902-3-3,03-258-1-2,"04-458-4-2, 46-608-1-1",7,85,"45, 45",0,0,"0, 0",0,0,6,45,270,9,5,540,270,12,6,004,,
BT5,54-209A,,02-238G,12,,20,0,,0,0,,12,88,1056,8,11,,,24,12,RS2,,
BT525,56-414B,,01-058D,8,,20,0,,0,0,,12,50,600,10,5,,,15,3,RS2,,
BT526,04-906-2-2,,"22-451-2-1, 99-999Z",13,,"31, 1",0,,"0, 1",12,,12,72,864,9,8,,,29,17,VNA,,
BT526-10,07-902-1-2,,04-033C,15,,40,2,,0,0,,12,88,1056,11,8,,,15,3,009,,
BT536,05-907-1-1,,02-445A,15,,53,0,,0,0,,12,81,972,9,9,,,24,12,VNA,,
BT541,55-407B,,02-197F,4,,17,0,,0,0,,12,88,1056,11,8,,,15,3,RS2,,
BT564,55-217C,,"02-181E, 16-410-3-1",20,,"9, 22",0,,"0, 0",0,,12,56,672,7,8,,,30,18,VNA,,
BT595,01-919-1-8,,"16-465-1-1, 21-440-6-1",43,,"64, 5",0,,"0, 1",0,,12,66,792,11,6,,,72,36,VNA,,
BT606-MPG,56-248C,,02-382F,9,,21,0,,0,0,,12,77,924,11,7,,,18,6,RS2,,
BT610-MPG,11-907-2-1,07-234-1-2,08-414-4-1,12,51,48,0,0,0,0,0,6,48,288,12,4,432,144,14,8,008,,
BT7237,05-902-5-4,02-251-1-1,01-467-2-2,5,176,66,0,4,0,0,0,12,66,792,11,6,2376,1584,15,3,001,,
BT7316,53-420B,,19-173G,11,,19,0,,0,0,,12,56,672,7,8,,,14,2,RS6,,
BT732,56-223B,,19-134D,18,,28,0,,0,0,,6,78,468,13,6,,,20,8,RS6,,
BT7349,56-204B,02-235-1-1,"01-435-3-1, 01-435-3-2, 42-687-1-1",6,108,"66, 66, 66",0,7,"0, 0, 0",0,0,12,66,792,11,6,1584,792,15,3,001,,
BT775,54-464C,,01-059C,8,,10,0,,0,0,,6,32,192,16,2,,,12,6,RS2,,
BT778,55-403B,,09-046L,14,,5,0,,0,0,,12,55,660,11,5,,,15,3,RS2,,
BT779,"52-453A, 56-271B",,02-517G,"1, 6",,11,"0, 0",,0,"0, 0",,12,81,972,9,9,,,14,2,RS4,,
BT8301,56-268C,,"01-056C, 99-999Z",13,,"14, 1",0,,"0, 1",12,,12,90,1080,9,10,,,27,15,RS2,,
BT8302,57-905-2-2,,"02-213D, 99-999Z",1,,"1, 1",0,,"0, 1",12,,12,35,420,7,5,,,16,4,VNA,,
BT8304,57-905-2-1,,02-606G,23,,5,0,,0,0,,12,72,864,9,8,,,24,12,VNA,,
BT8308-MPG,01-907-3-1,06-267-1-2,"05-467-4-1, 05-475-1-2, 53-653-1-1",29,35,"27, 27, 81",5,0,"0, 0, 0",0,0,6,27,162,9,3,324,162,48,24,005,,
BT8308-MPG KIT,,06-369-1-2,05-475-6-1,,48,54,,0,0,,0,1,54,54,9,6,81,27,,,005,,
BT8310-MPG,,02-235-2-1,"09-438-4-2, 09-446-1-1, 18-075D",,9,"115, 33, 142",,1,"0, 0, 0",,0,1,224,224,56,4,14,7,,,009,,
BT8312,56-446B,,"01-032E, 22-475-2-2",11,,"50, 4",0,,"0, 0",0,,6,52,312,13,4,,,12,6,VNA,,
BT8314,52-444B,03-220-2-6,"09-402-5-2, 19-446E",6,0,"22, 28",0,0,"0, 0",0,0,12,77,924,11,7,,,14,2,009,,
BT8316-MPG,04-909-4-1,,03-069D,17,,34,0,,0,0,,12,72,864,9,8,,,25,13,VNA,,
BT8320,01-903-3-3,,"17-472-2-1, 21-474-2-2, 21-477-5-2",18,,"12, 25, 27",0,,"0, 0, 0",0,,6,27,162,9,3,,,30,18,VNA,,
BT8323,04-908-3-1,03-158-2-5,09-438-6-2,21,8,19,0,0,0,0,0,12,135,1620,15,9,96,48,39,15,009,,
BT8328,55-435B,,18-073E,10,,68,0,,0,0,,12,88,1056,11,8,,,15,3,RS6,,
BT8333,04-904-5-3,,"22-461-1-1, 22-466-2-2",15,,"35, 48",0,,"0, 0",0,,6,91,546,13,7,,,20,14,VNA,,
BT8347,53-407B,,22-433-3-1,9,,32,0,,2,0,,6,65,390,13,5,,,15,9,VNA,,
BT8357,56-439B,,19-262D,14,,6,0,,0,0,,12,66,792,11,6,,,14,2,RS6,,
BT8368,06-902-1-1,07-204-1-1,08-474-2-1,10,38,27,0,0,0,0,0,6,27,162,9,3,243,81,18,6,008,,
BT8382,"06-909-2-1, 57-415A",,"14-425-2-2, 14-430-1-1, 14-431-6-2, 22-461-1-2","12, 0",,"36, 36, 30, 5","0, 0",,"0, 0, 0, -9","0, 0",,6,36,216,9,4,,,18,12,VNA,,
BT8384,56-413B,,17-077E,13,,39,0,,0,0,,12,105,1260,15,7,,,15,3,RS6,,
BT8386,55-405B,,02-534C,20,,16,0,,0,0,,12,140,1680,14,10,,,42,18,RS4,,
BT839,56-427B,06-311-2-1,31-628-1-1,16,4,348,0,2,4,0,4,12,88,1056,11,8,96,48,14,2,009,,
BT839-10,"52-443C, 56-471B",02-159-1-1,01-413-1-1,"1, 12",153,88,"0, 0",7,0,"0, 0",0,12,88,1056,11,8,3168,1056,15,3,001,,
BT8391,55-216A,,02-222H,12,,14,0,,0,0,,12,77,924,11,7,,,15,3,RS2,,
BT8393,54-412A,,19-477I,6,,26,0,,0,0,,12,55,660,11,5,,,16,4,RS6,,
BT8401-MPG,56-906-2-3,,03-032B,3,,11,0,,0,0,,6,36,216,12,3,,,9,3,VNA,,
BT8409,57-446A,03-266-1-2,"04-466-5-1, 04-466-6-2",24,181,"150, 71",0,2,"0, 0",0,0,12,150,1800,15,10,3600,1800,30,18,004,,
BT8412,56-238B,,11-041L,9,,18,0,,0,0,,12,42,504,21,2,,,14,2,RS6,ID,ID
BT8415,01-913-3-1,,"15-441-6-1, 18-477-1-2, 99-999Z",28,,"56, 63, 4",2,,"0, 0, 4",48,,12,60,720,10,6,,,108,60,VNA,,
BT8417,01-927-1-6,,"14-436-3-1, 15-465-2-1, 21-463-3-2",26,,"14, 121, 46",2,,"0, 0, 0",0,,12,135,1620,15,9,,,48,24,VNA,,
BT8418,56-404B,,17-025C,13,,15,0,,0,0,,6,52,312,13,4,,,15,9,RS6,,
BT8422-MPG,05-902-2-1,02-109-2-8,"09-420-6-2, 09-422-1-2, 09-435-4-1",12,7,"27, 24, 23",0,0,"0, 0, 0",0,0,6,27,162,9,3,48,24,18,12,009,,
BT8426-MPG,01-923-3-5,,"14-421-1-2, 21-469-1-1",36,,"78, 52",1,,"0, 0",0,,6,78,468,13,6,,,48,24,VNA,,
BT8429,54-448C,,01-037B,24,,16,0,,0,0,,12,140,1680,14,10,,,36,12,RS2,,
BT8432-MPG,55-269C,07-244-1-2,18-456-1-1,8,15,26,0,0,0,0,0,6,27,162,9,3,246,84,12,6,008,,
BT8437,53-908-4-3,,17-089B,6,,14,0,,0,0,,6,54,324,18,3,,,8,2,RS6,MX,MX
BT8439-MPG,01-927-2-8,02-249-2-3,31-670-1-1,31,5,134,0,0,5,0,5,6,78,468,13,6,72,48,48,24,009,,
BT8440-MPG,56-429C,,"02-246F, 02-317A",33,,"5, 13",0,,"0, 0",0,,12,70,840,10,7,,,48,24,RS2,,
BT8443,53-244C,,"14-427-5-1, 21-433-4-1, 99-999Z",17,,"37, 17, 1",3,,"0, 0, 1",12,,12,55,660,11,5,,,30,18,VNA,,
BT8444,54-901-3-3,,01-064B,10,,13,0,,0,0,,12,55,660,11,5,,,14,2,RS2,,
BT8445,56-265B,,19-253F,14,,17,0,,0,0,,12,88,1056,11,8,,,16,4,RS6,,
BT8449,56-453B,,19-189D,13,,12,0,,0,0,,12,72,864,9,8,,,14,2,RS6,,
BT8449-10,56-203B,,"01-, , , , , 01-032F",23,,"58, 4",4,,"0, 0",0,,12,72,864,9,8,,,24,12,RS2,,
BT8450,54-464B,,17-077D,13,,16,0,,0,0,,12,36,432,6,6,,,14,2,RS6,,
BT8457-MPG,52-195B,,04-093A,6,,8,0,,0,0,,6,40,240,20,2,,,9,3,2DF,MX,MX
BT8460,55-213C,03-208-1-1,"04-412-3-2, 04-434-3-1, 44-619-1-1",25,179,"126, 126, 504",0,0,"0, 0, 0",0,0,12,126,1512,14,9,3024,1512,30,18,004,CN,"CN, CN, CN"
BT8463-MPG,54-457B,,19-125D,9,,28,0,,0,0,,6,78,468,13,6,,,13,7,RS6,,
BT8464,56-905-3-3,,19-245D,19,,9,0,,0,0,,6,78,468,13,6,,,20,8,VNA,,
BT8465,66-905-3-3,,14-436-2-2,0,,20,0,,0,0,,6,60,360,15,4,,,8,2,VNA,,
BT8472,55-457A,02-113-2-8,09-430-5-1,13,2,37,0,0,0,0,0,12,88,1056,11,8,60,36,15,3,009,,
BT8474,55-467A,,02-358E,4,,12,0,,0,0,,12,55,660,11,5,,,16,4,RS2,,
BT8475,53-269C,,17-057B,8,,33,0,,0,0,,12,36,432,6,6,,,15,3,RS6,,
BT8475-MPG,52-215D,,15-478-1-2,6,,3,0,,0,0,,6,66,396,11,6,,,8,2,VNA,IT,IT
BT8476,52-424B,,"17-470-1-1, 21-465-1-1, 21-465-2-1",8,,"31, 32, 26",0,,"0, 0, 0",0,,6,60,360,12,5,,,14,8,VNA,,
BT8476-MPG,52-261A,,14-424-6-2,6,,4,0,,0,0,,6,55,330,11,5,,,11,5,VNA,IT,IT
BT8477,53-409C,,"01-046F, 01-097F",11,,"28, 58",0,,"0, 0",0,,6,60,360,12,5,,,12,6,RS2,,
